,rating,text
209,5.0,"Радует меня )))) оччень нравится  Купила в Гоа..русифицирован..прекрасные опции! камера радует, как и процессор!. Легкий в обращении! все функции удобны!. батарея быстро разряжается)"
210,5.0,"Описываю Huawei P9, а не P9 lite, косяк мэйлру, находит в списке только лайт версию. Очень красивый и в принципе мощный смартфон. За 6 месяцев пользования никаких глюков, все работает четко. Очень доволен, только вот за акумулятором приходится следить. В силу специфики своей работы, у меня до... Читать полностью. 2 симки работают одновременно, справляется с мультизадачностью, очень удобно лежит в руке несмотря на габариты, камера снимает красиво, с эфектом боке и возможностью редактирования уже снятого фото.. Аккумулятор разряжается очень быстро при активном использовании (4-5 часов), можно было сделать отдельный лоток для карты памяти, греется ощутимо при активном пользовании, цена завышена"
211,5.0,"Речь о Galaxy Note 2! Почему-то в перечне моделей его нет..

Телефон для всего! И поиграть в удовольствие и в работе полезен (за счет пера)!. - Идеальный баланс функционала, производительности и автономности; - SAMOLED дисплей; - Перо дополненное соответствующим ПО; - Перо полностью заменяет мышку при запуске приложений через эмулятор Windows; - ""Живучесть"", ни одного ремонта за 4 года интенсивной эксплуатации;Читать полностью. Производитель прекратил поддержку"
212,5.0,практичный телефон какой мне и нужен по специфики моей работы. крепкий проверенно ронял много раз . батарея зверь хватает на долго пол месяца как минимум. за пол года пока минусов необнаруженно
213,2.0,"Я не из впечатлительных. Фонарик.. Видео в ютубе максимум в качестве 360 можно смотреть, постоянно чистить надо кэш и приложентя закрывать, чтоб не тупил. И ска, ОПЕРАТИВНАЯ ПАМЯТЬ 512 и то вся занята непонятно чем, 90% игр не прет на нем, тупо выкидывает."
214,4.0,"В целом телефон хороший, но как и везде есть  недочеты. Камера думала будет лучше.. Дисплей, громкость звонка, процессор, возможность обновить андроид,. Камера,  стекло на задней панели, при включении некоторых опций сам по себе звонит .плохо воспринимает речь . Функция поиск телефона работает  на 30%.тяжеловат."
215,5.0,"Пользуюсь телефоном больше года, глюков нет, особых нареканий тоже. Камера конечно слабовата, но за такие деньги вполне приемлима. В целом очень довольна.. Практичный, бюджетный, за свои деньги очень хороший телефон.. Быстро садится заряд батареи."
216,4.0,"Качество и удобство выше цены.. Эргономичный дизайн, мощная батарея и, как следствие заряда хватаем на 2 дня. Хороший экран.. Слабая камера."
217,5.0,"После того, как приобрёл, не смотрю на А-бренды. До этого был Galaxy Alpha.. Скорость работы, продолжительность работы, приятный дизайн, соотношение цена-качество... Камера, прошивка."
218,3.0,"Довольно неплохой вариант ""квазитопового"" среднего сегмента. Плюсом на мой взгляд можно считать ""физическую"" (а не сенсорную) кнопку ""Домой"". Прошивку придется ставить ""кастомную"" или перепрошивать под официальную англо-китайскую.. Большой четкочитаемый яркий AMOLED экран, быстрый (быстрые) процессор, большой объем ОЗУ и ПЗУ (последний расширяется до 124 Гб microSD). Емкий аккумулятор. Неплохая фотокамера с двумя объективами (для получения эффекта ""боке"").. Нет и не будет официальной ""глобальной"" прошивки (не предназначен для реализации в России). Кириллизован частично (перевод сделан в Индонезии).Проблемы с авторизацией в MIUI (Google Mail в Китае под запретом). Не сохраняет пользовательские настройки. Не понимает (и не поймет!) русского языка в... Читать полностью"
219,5.0,"Доволен полностью телефон, если не сказать больше.. Батарей, Быстродействие, Качество сборки, Экран, Цена. В принципе все, что есть в этом телефоне хорошо, кроме одного недостатка. Камера, но минус в """", так как требовать суперкамеру в смартфоне за 11, где все остальное на высоте - зажраться в конец)))"
220,5.0,"Отличный аппарат за приемлемую цену. Китайцы молодцы!!!. Пользуюсь около 2-х месяцев. Хороший смартфон. Всё устраивает.. В нижней части отверстия для динамиков. Но динамик похоже только с правой стороны. Когда держишь смартфон в правой руке , иногда закрываются отверстия и звук почти пропадает. Интересно так и должно быть?  Других претензий нет."
221,4.0,"Впечатления скорее положительные. Телефон справляется со всеми задачами, у него приятный, но невыразительный дизайн,  исключительная автономность.. Емкий аккумулятор
Качественный дисплей
Дизайн
Качественная сборка 
Тянет любые игры и приложения
Touch ID. Многозадачность (ее отсутствие) 
Эргономика (телефон легко и с удовольствием выпадает из рук)
Камера"
222,4.0,"в общем мне нравится. дисплей, производительность, встроенный динамик, качество связи, приятный дизайн. не очень основная камера. звук в наушниках мог быть и лучше, у меня небольшой брак на стекле - есть небольшая точка почти в центре дисплея в которой царапается дисплей, толь оно не заколено в этом месте, не знаю, но царапается только там."
223,5.0,"Много фишек типа отпечатка пальца и LTE и.т.п
за эту цену лучше не найти. У Xiaomi Redmi 4 есть поддержка LTE 4G но в описании не указали что есть. Прошивка чуть глючит. например: заметки и Mi wallet не работают, окна выскакивают частенько предупреждая что эти два приложения прекратили работу"
224,5.0,"рекомендую, не пожалеете если купите.. очень удобный, в руке лежит как влитой, звук очень громкий и качественный, дисплей сказка не отличишь от фулл, видео воспроизводит обалденно, фотки очень даже неплохие, а батарея супер 3 дня без вопросов. очень сбалансированный смартфон. мейзу несколько поотстал.. замечу напишу"
225,5.0,"Отличный телефон по соотношению цена качество. Дизайн, сканер отпечатка пальца, четкость фотографий,отличная эргономика.. Существенных минусов нет"
226,5.0,"Суперский телефон. Купил жене на день рождения. Красивый дизайн, мощный аппарат, устройство удобно лежит в руках. Тачвиз обалденный. не выявил"
227,5.0,"пользуюсь год, отличная вещь - другой не нужно. Выбирал из флагманов по удобству и мощности - считаю, что не прогадал (правда за год он упал в цене на 10К, да ну и фиг с ним)
упал экраном на металлический пол лифта - хоть бы хны!!
очень советую!!. шустрый, удобный, небьющийся, мощная батарея (а если использовать спец. приложение ограничивающее функционал-то батарея практически бесконечная). при съемке фото/видео в макс. качестве греется и потом рубит все приложения, но по всё равно поснимать успеваешь."
228,5.0,"Говорить про 2 сим карты и батарею считаю не резонно. В целом телефон довольно хороший работает стабильно, качество сборки отличное. Обращают внимание и вызывает интерес у людей больше чем яблоко ))))). Хорошая сборка, приятный дисплей, особенно второй матовый. Очень удобно 2 дисплея выводить можно все что угодно. Неплохо отображает фото как заставку в ч\ цвете. Нормальное железо, да не последнее но танки онлайн тянет спокойно. В общем телефон хороший только цена должна быть не больше 15 000.. Немного греется при зарядке"
229,5.0,"По соотношению ""цена-качество"" - просто и не знаю, кто бы мог потягаться с данной моделью на сегодня!. Мощный и очень шустрый смартфон. Офигительны обе камеры, вспышка, две симки, дополнительная карта памяти. Очень приличный аккумулятор! По сути, это некое ""извинение"" корпорации перед покупателями за провал с ноутом 7. По соотношению ""цена-качество"" - просто и не знаю, кто бы мог... Читать полностью. Тяжеловат. Не пыле-влагозащищённый экран, простоватенький андроид, несъёмный аккумулятор."
230,1.0,"Самый дерьмовый телефон который встречал. Много приложений,не плохо батарею держит. Один сплошной минус сам перезагружается в самый неподходящий момент,присылает при перезагрузке смс которых уже нет,где берет не понятно,блок gps не работает впринципе можно заблудиться в трёх соснах,сеть очень плохо держит постоянно сигнал скачет"
231,5.0,"владею 2,5 года. заказал еще один с али.. Красивый, 2 экран, шустрый, быстрая зарядка, беспроводная зарядка, ч/б экран вообще не царапается.... нету."
232,5.0,"Телефон очень нравится. В дальнейшем планирую перепрошить на что-то более стабильное и цены этому аппарату не будет.. -Дизайн, удобность и качество выполнения корпуса; -Емкая батарея; -Экран с хорошей цветопередачей и углами обзора, приятные закругления стекла на краях; -8 ядер, 32 ГБ, 3 ГБ; -2 сим-карты. Вместо второй симки можно и карту памяти вставить, но мне хватает и 25 ГБ свободной... Читать полностью. Прошивка. Мне досталась 8.0.4.0. Не полностью переведена.  Встречаются ошибки прошивки:  -невозможность войти в сообщения (временно лечится сменой языка на англ. и обратно);  -пропадание сети первой сим-карты (micro sim), пишет SOS вместо ""палочек"" сети, помогает -переход... Читать полностью"
233,4.0,"Я считаю, что это брак, а не какой-нибудь единичный дефект. Все чаще и чаще встречаются такие ситуации. И он не простителен компании, учитывая стоимость данной модели.. Телефон устраивает всем и полностью.. Матовый черный iPhone 7 plus 128gb. Через месяц эксплуатации телефона в чехле, появились потертости в виде мелких точек белого цвета по все задней крышке устройства. Просто, начала слазить краска."
234,3.0,"для тех у кого не было смартфона вполне подойдет.. единственный плюс поворачивающаяся камера и фонарик.. это не смартфон не путайте, это телефон с сенсорным экраном и все."
235,5.0,"Буду носить и разбираться во всех умных и полезных фишках . Их тут много . Планирую ходить с ним долго . Все мои потребности (кроме строки поиска в списке вызовов ) реализоввнны в этом телефоне на 100%. Если раньше для меня эталон был нокия , потом НТС , то сейчас это Хуавей . Так держать . Молодцы... Читать полностью. Отличный дисплей , корпус , красивый интерфейс , быстрейший процессор . Все летает . Батареи мне хватает на рабочий день . Все продуманно- именно то ,что я искал ! По высшему разряду телефон создан .Плюсов много и мне лень их тут перечислять .. После моего НТС не нравится что в списке вызовов , нету строки поиска . Также клавиатура постоянно норовит применить не отрываемый ввод посредством скольжения пальца . При слишком быстром правописании могут возникнуть сложности. Родная клавиатура свайп иногда тормозит . И ничего с ней поделать пол... Читать полностью"
236,5.0,"Для мужской руки и чтоб в карман положить все таки удобный размер смартфона 5,7""-6,0"" все ещё ищу, выбираю, надеюсь, мечтаю…., а 6,44"" уже планшетик –убедился!. Владею пол года. Брал (в Москве) за большой экран 6.44"", 1080x1920 -пикселей не рассмотреть! шикарные технические характеристики! большой набор современных возможностей! Две SIM, Не греется! Не виснет! Нормальный русский перевод Global 7.5.3.0 (MВСMIDE) Кнопки управления не экранные, размер... Читать полностью. Достаточно скользкий (металл, олефобное покрытие)- без чехла,бампера, а лучше и кольца на палец 360градус не обойтись. Не совсем удобно вызывать ФОТОкамеру из блокировки. Оптическая стабилизация желательна для фото, при плохом освещении фоткает как и все. Не понравились индикаторы оповещения -... Читать полностью"
237,5.0,"За эту цену телефон просто офигенный, MIUI тоже очень радует,  так переработать андроид ,  ничего лишнего и много мелких деталей которые обязательно вас порадуют!. 1. Цена 2. Отличный аккумулятор  3-4. Достаточно производительный процессор( за то что это снапдрэгон еще+1) 5. Свойственна xiaomi MIUI вообще выше всяких похвал 6. Дизайн(тонкий, хорошо сидит в руке)  7. Присутствие ИК порта.  8. Сенсор отпечатка пальца(но это... Читать полностью. 1.Слабая камера и программное обеспечение камеры сравнимо к примеру с младшей моделью redmi note 3 pro
2. Стекло 2.5d основной недостаток если вы собираетесь наклеить защитное стекло. 
Час придумываю ничего не придумал"
238,5.0,"Великолепные смартфоны, но не для стада баранов!!!!. Смартфон работает без единого сброса к заводским настройкам с 2013 года. Работает безупречно, установлены практически все нужные приложения. Равных по камере ему просто нет!!! В наличии ещё имеется Nokia Lumia 730, которая обновилась до Windows 10 Mobile, также отлично работающая!. 1020 не обновилась до Windows 10, так как у неё устаревший процессор."
239,5.0,"Телефон не обычной формы.Мониторчик под пластиком со скошенными краями.Фишка в том что преломляющие лучи света искажают призму и проходят от металлического ободка по всему периметру боковин через скошенные края.дальше идут и скошенные кнопки.Низ у Р11 обрамлен полоской металла,также полоска есть и... Читать полностью. +. Нет чехлов"
240,4.0,"Дешево и сердито - вот моя оценка данному девайсу... Но если чесно хочется чего-то получше, то что выжимало бы в RR3 не менее 20 fps.... Многозадачность, быстрая загрузка сайтов, возможность играть в нормальные игрушки на средних 20 - 30 fps, разрешение экарана1280x720.... Сломанная зарядка, расход заряда аккумулятора которого хавтает примерно на 3 часа в режиме активного пользования, периодическое пропадание wi-fi соединения, ускоренный расход заряда батареи 15 до 0% менее чем за 5 минут..."
241,3.0,"Телефон удобный, дизайн не плохой, но качество не очень.. Удобный, легкий, тонкий. В пользовании мне очень нравился.. Мне хватило на полгода, начались проблемы с экраном. Сначала по краю пошла пунктирная линия, после чего начались проблемы с сенсором совсем не реагировал на прикосновения. Сдала. Вернули деньги. Взяла второй такой же, через 5 месяцев сдала, вздулась батарея."
242,1.0,"Предыдущие отозвавшиеся не пишут, что у них Nokia 230. Все говорят. что у кого N 8, у кого 72... . Они не про этот аппарат толкуют, а в принципе про бренд. Я согласен, Nokia - это лучшие телефоны и смартфоны. Были когда-то. А разговор про конкретный аппарат Nokia 230. Аппарат УЖАСЕН. Это худшее, что... Читать полностью. их нет. - неполный перевод меню и уведомлений, - нелогичная структура меню, - не поддерживается функция переноса (тут - получения) данных (контактов, события календаря и пр.) со старого телефона. Это самое полохое.  - тупит в отклике из ждущего режима, приходится раз пять нажать на разные... Читать полностью"
243,4.0,"Хороший телефон. Очень довольна. купила за 59.990 тг в Семее
Очень неприятно обнаружить что после нескольких месяцев стал телефон быстро разряжаться.. 16 гиг. удобный, красивый,интересный дизайн. поддержка 4g. Поначалу 1 день держал батарею, сейчас длитительность заряженного аккумулятора стала меньше("
244,5.0,"Простая,удобная удобная менюшка,прочный метал корпус.Не больших размеров.Прост в использовании.Несколько раз падал.Мне нравился работал хорошо,за всё время ни разу не ломался.Ещё мне кажется проработал ну год это точно.Правда начинал уже разваливаться,с верху отслаивался экран.Батарея заряд держала... Читать полностью. Метал корпус,камера,блютуз.Полифония МР3.Хороший громкий динамик.Есть карта памяти.Поддерживает  2гб.Радио,возможность выхода в интернет.Правда в последнее время перестал выходить.Мож связано с тарифом.Возможность устанавливать мелодию вызова,и картинку связывать с опр.контактом.Снимать видео.. Ну не достатков по моему мнению мало.Камера слабовата,хотя на тот момент когда его выпускали была нормальна.Нет вспышки,фонарика.Прошу производителей обратить внимание на отзывы.И подумать над предложением чтобы снова выпускать эти модели."
245,5.0,"Хотел перейти на флагман LG V 10 и не смог, вернулся на свой старенький любимый Sony Z3, правда оговорюсь сразу что покупал в Японии, там эта модель носит название SO-01G. Никаких проблем за три года эксплуатации. Пришел к выводу что те люди которые любят качественный звук с Sony не перейдут никуда.. Автономность, звук лучший в мире, камера, оптимизация софта, пылевлагозащита. Поддержка карт памяти (128G)  работает спокойно.. За 3 года не выявил."
246,5.0,"Самые лучшие впечатления за 4 года использования.. Надежность, отличная фотокамера, экран, фирменные приложения. не обнаружено"
247,5.0,"Этот телефон как  холодильник  выпуска СССР- ВЕЧНЫЙ , и это внушает ! Если бы появился аналог на 2 симки - взял бы сразу 2 штуки . Огромное спасибо фирме NOKIA !. очень удобный и понятный телефон , крепкий , все что нужно набирается на раз , красивый , легкий , камера нормальная , неубиваемый , через 7 лет эксплуатации начал глючить будильник - купил такой же , очень доволен. слабоват корпус , ВСЁ !"
248,5.0,"Тавлю твёрдую 5 по пяти бальной шкале. Доволен всем что в нём представлено.. Один минус есть. Почему-то слетают звуковые и информационные уведомления,но это попровимо в течении 30 секунд(слетает раз в месяц примерно)"
249,5.0,"Аппарат БОМБА.. Отличный FULL-HD дисплей. Емкая батарея. В режиме просмотр видео (30-40 мин в день), разговоры (70-90 мин в день), навигатор (3-4 часа в день) заряд держит двое суток. Предыдущий аппарат LG K10 в таком режиме держал 8-9 часов максимум. Встроенный антивирус. Прекрасно работает со SmartTV. вывожу... Читать полностью. Скользкий металлический корпус, лучше использовать силиконовый чехол."
250,5.0,"За эту цену смартфон просто шикарно, почти год использования - положительные эмоции. Конечно же есть лучше смартфоны, но в данном ценовом сегменте, считаю, что нет). Быстродействие.
Хороший дисплей.
Быстрый сканер.
Удобная оболочка. И тд... Нет быстрой зарядки.
Камера могла бы быть лучше, но опять же за эту цену - отлично"
251,5.0,"Шикарный аппарат, но только для больших рук или любителей лопат))). Первое что приходит в голову это зарядка, она очень быстрая, второе это камеры, что основная что фронталка выдают шикарные результаты, ну и третье это металл... После него металлические xiaomi и meizu кажутся пластмассовыми, ну и сканер, iphone 7 и sgs 7 по скорости далеко позади. Минусов нет, есть придирки. В режиме автояркости ночью через чур яркая подсветка, мелкие баги прошивки не очень эргономичен даже в сравнении с xiaomi redmi note 3 из за острых краев"
252,5.0,"Больше да чем нет, несмотря на цену. Телефон очень понравился. Отличный экран, большая батарея, топовые характеристики и огромная производительность. Не греется и не тормозит (как это бывало с samsung или LG G3). Шикарный звук! Алюминиевый корпус небольшой толщины. У меня топовая модель ОЗУ 6 Гб, ПЗУ 128 Гб, что очень удобно, если используете облако, которое... Читать полностью. Камера не очень понравилась, хоть и двойная.  На Samsung S7 EDGE или даже на LG G3 качество фото лучше.
Телефон не водонепроницаемый"
253,4.0,"По впечатлениям телефончик так симпатичный такой, блескучий, хоть и заляпывается. В руке лежит удобно, кнопки приятны на ощупь и нажатие. Вот если бы чуть по-больше размером и центральная навигационная клавиша, то было бы уже что-то. В остальном это обычный ""кнопочник"", привет из 90-х.. 1.Раздельные кнопки вызова и отбоя от верхних функциональных клавиш. На ощупь приятные, мягкие с тихим щелчком  2.Достаточно удобный хваткий корпус, хоть и глянцевый. но не скользит.  3.Удобное меню с возможность подстройки как сетка или в виде списка. 4. Достаточно громки и не... Читать полностью. Интернет работает не ахти как, и Опера мини во многих сайтах не открывает вобще ссылки. Малый объем внутренней памяти и поэтому обязательно нужна карта памяти. Корпус глянцевый, но очень быстро заляпывается. Нет подсветки центральной клавиши-квадрата, да и она сама несколько... Читать полностью"
254,5.0,"купила в 2006 году, корпус правда пришлось поменять (после 10 падений об бетон, асфальт))) ). динамики отличные, аккумулятор хорошо держит заряд, звук отличный, корпус суперпрочный. нет"
255,5.0,"Впечатление превосходное. Китайским разработчикам -- большое спасибо! Расхотелось мечтать об iphone.. Смартфон завораживает с первых секунд общения: тонкий, красивый, с закругленными углами, грани с алмазной обработкой, в руке лежит удобно. Опция производителя - прозрачный силиконовый бампер. Все функции работают летая. Всё радует, хочется им пользоваться.. Хотелось бы в арсенале иметь дополнительную память или увеличенную память смартфона не ниже 64gb. Это больше пожелание, чем минус."
256,5.0,"Если не придираться, то в целом хороший смартфон. За такие деньги хорошее быстродействие, неплохая камера. Тихий разговорный динамик"
257,5.0,"Смартфон действительно красивый, его приятно взять в руки, выглядит очень внушительно, хотя и тонкий. Легкий, не оттягивает ни сумку, ни карман. Очень удобно делать фотографии из-за специальной кнопки на корпусе, это реально облегчает мороку с фотографированием. Смартфоном довольна, ставлю 5.). Очень недорогой, красивый дизайн, удобный, долго держит заряд. Не нашла"
258,4.0,"Отличная модель на каждый день. Отличная автономность, производительность, оболочка. Я доволен покупкой.. Дисплей 1920х1080, хороший, емкий аккумулятор 4100мАч,802.11 a/b/g/n (2.4 + 5 ГГц), Bluetooth 4.2, FM-радио, IrDA, сканер отпечатков пальцев, корпус из алюминия, процессор Qualcomm 625,2G 2, 3.5G (HSDPA, HSDPA+, HSUPA, HSPA, HSPA+), 3G UMTS/WCDMA, GPS, IrDA, ГЛОНАСС, Поддержка 2 SIM-карт, поддержка... Читать полностью. Скользкий (необходимость чехла), бывают спонтанные выключения (редко и это проблема прошивки глобальной, с китайской выключений не было). Звук из динамика не идеален."
259,5.0,использую месяц все шикарно даволен как слон. шустрый проц 2 гика оперативы четкий экран и да самые офигенный звук при просмотре фильмов и видеороликов прям так и обволакивает тебя ))) достойный аппарат вообщем купил не жалею. Нет и не может быть
260,1.0,"Телефоном не доволен, раздражает кода нужно срочно позвонить, а он в перезагрузке или висит. В сервис не обращался, у нас в городе его нет. Зря потратил деньги.. Большой экран.. После обновления на 6.0 стал часто зависать. Когда захочет перезагружается. Не работает гироскоп или его там просто нет."
261,4.0,если денег не жалко и хочеться небольшой аппарат.искал поменьше.то можете приобрести.наушники старые от самсы поставил.. наверное шустро работает.быстрый сканер.очень.сканером удобно шторку вытаскивать.классно ловит связь.вспомнил(в подвальчике самс мини 4 не ловил.этот и инет и связь держит)хватате мне с запасом на цел день или полтора.. недостатки в оболочке.неудобно иногда нет автонабора номера.скользкий.наушники в комплекте отстой полный.неудобно.пластиковые целиком из ушей вываливаються.странно что такие впихнули.мет рамки легко вмятины собирает.на холоде ледяной ухо холодит.не понятно за что такой ценник.нет чехлов.
262,5.0,"Смартфон выглядит явно дороже своей цены, когда рассказываю, что он стоит меньше 7 тысяч - никто не верит. При этому, работает он просто отлично, быстрый, шстрый, фотографии делает не идеальные, но на уровне (для инстаграма вполне).. Дешевизна, мощность, дизайн, отличные фотокамеры, долгая работа без зарядки. нет"
263,5.0,"Аппарат очень достойный. Своих денег однозначно стоит. В своей ценовой категории является одним из лидеров на рынке как в скорости работы, так и в аппаратной начинке и в удобстве использования.. Быстрый, емкий аккумулятор, хороший экран, металлический корпус, быстрый сканер отпечатка пальца, ИК-порт (универсальный пульт). Нет обновлений системы (куплен был на али, перевод и адаптация под русский страдает), простая унылая камера, нет карты памяти"
264,4.0,"Для бюджетного смартфона - один из лидеров.. Приличные сборка,  внешний вид, неплохая производительность, но не для серьёзных проектов, при нагрузке нагревается весьма умеренно, пользоваться удобно, заряжается быстро, ну и конечно же приятная цена.. Гибридный слот, глючная оболочка (например, через полгода эксплуатации сам по себе перестает видеть то одну симку, то сразу две), иногда этим же грешит и сканер отпечатков пальцев. Через год эксплуатации полного заряда батареи при умеренной режиме работы стало хватать не на 3-4 дня, а только на 1.... Читать полностью"
265,3.0,"IPhone 7 plus 128 gb. Покупала телефон на долгий период. Но начинаю понимать, что с такими неприятными минусами долго не вытерпишь. Что-то не значительное смогут исправить в следующих обновлениях, а что-то останеться по прежнему. Скорей всего, со временем придеться продать его и попробовать следущую... Читать полностью. С плюсами все и так понято. Хочу поделиться минусами.. 1. Сидишь в тишине и слышишь, как внутри работают шестиренки. Он реально гудит. Как в ПК при вставке диска. Это происходит при движении пальца по экрану. И это не единственный звук, который из него исходит. 2. Верхний динамик издает звук волн (такой как во время звонка рядом с включенной... Читать полностью"
266,5.0,"Прекрасный телефон за свои деньги. Берите только 685н, с глобальной прошивкой.. Собственно за вермя пользования телефона на глобальной прошивке, у меня не возникло проблем. Флэйм очень проста, удобна и скучна, прям как ios. Все оптимизировано и прекрасно работает. Сам телефон очень качественно собран, реально как iphone 6s. Шикарный экран, тонкий корпус, действительно хорошая... Читать полностью. Пока их нет"
267,5.0,В общем смартфон стоит своих денег.. Плюсов много.Пользуюсь уже пол года.Всё работает отлично.. Минус автояркость... я пользуюсь ручной настройкой.Ну и качество съёмки.Медленный автофокус...
268,4.0,"Не оправдал надежды.. Компактный и функциональный. Для работы как органайзер хорош: позвонить, посмотреть, почитать, посчитать. Батареи на день хватает.. Не тянет 3сх. Придется расставаться."
269,5.0,"Это лучший телефон что у меня был даже в сравнении с 6 яблоком. Очень быстрый не лагает камера отличная экран яркий, батарею держит хорошо. Не выявлено"
270,5.0,"Смотрится очень круто, не надо забывать, как изготовлен корпус - фрезерованный брусок алюминия с ребрами жесткости, не рвется, как Айфон или Самсунг.. Мне нравится решительно все, включая камеры, больше всего нравится дизайн.. Не заметил."
271,5.0,"До него ходил с s3 и s4. После покупки s7впечатления были космические. Через 6 месяцев использования эмоции хоть и утихли но все равно очень приятно доставать и пользоваться данным устройством.. Камера выше всяких похвал. Влагозащита. Экран очень приятный. Дизайн. Батареи хватает на полный день. Быстрая зарядка.. Без чехла носить страшно, очень скользкий."
